expression,sentence,label,label_2,,,,,,,
חצה קו אדום,הילדה חצתה קו אדום בהתנהגות מול ההורים.,פיגורטיבי,1,,,,,,,
חצה קו אדום,ההחלטה חצתה קו אדום ביחסי אנוש שמקובלים בחברה שלנו ואנחנו לא נוכל לשתוק על זה.,פיגורטיבי,1,,,,,,,
חצה קו אדום,בעלי לשעבר חצה קו אדום כשפרסם מידע פרטי עליי שנשמר בינינו.,פיגורטיבי,1,,,,,,,
חצה קו אדום,העובד הזה חצה קו אדום וכולם התרחקו ממנו עד שפוטר.,פיגורטיבי,1,,,,,,,
חצה קו אדום,"כשהיא חשפה את הסוד האישי שלי מול כולם, מבחינתי, זה חצה קו אדום.",פיגורטיבי,1,,,,,,,
חצה קו אדום,"ברגע שהתחיל לצעוק עליי ליד הילדים, הבנתי שהוא עבר כל גבול.",פיגורטיבי,1,,,,,,,
חצה קו אדום,"הקמפיין הזה חוצה קו אדום ערכי, גם אם הוא מצליח שיווקית.",פיגורטיבי,1,,,,,,,
חצה קו אדום,הם חצו קו אדום כשניצלו את המידע ששותף בפרטיות לצורך רווח אישי.,פיגורטיבי,1,,,,,,,
חצה קו אדום,"האופן שבו התייחס לעובדת החדשה, זה היה ברור שזו חציית קו אדום שאסור להתעלם ממנה.",פיגורטיבי,1,,,,,,,
חצה קו אדום,הילד חצה קו אדום שהיה צבוע בכביש ליד בית הספר בלי להסתכל.,מילולי,0,,,,,,,
חצה קו אדום,"במהלך המירוץ, אחד הרצים חצה את הקו האדום לפני הזמן והפסלנו אותו.",מילולי,0,,,,,,,
חצה קו אדום,הכלב שלי קפץ וחצה את הקו האדום שבניתי בגינה כדי להרחיק אותו מהשתילים.,מילולי,0,,,,,,,
חצה קו אדום,"בזמן התרגיל הצבאי, חייל אחד בטעות חצה קו אדום שנועד להגביל תנועה.",מילולי,0,,,,,,,
חצה קו אדום,"במהלך ניסוי הצביעה, הצבע גלש וחצה את הקו האדום שסימן את גבול הצורה.",מילולי,0,,,,,,,
חצה קו אדום,הנהג חצה קו אדום באור אדום מוחלט וכמעט עשה תאונה.,מילולי,0,,,,,,,
חצה קו אדום,הילד חצה את הקו האדום המסומן ברצפה שהיה אסור לחצות במהלך המשחק.,מילולי,0,,,,,,,
חצה קו אדום,הוא חצה קו אדום בכביש המסוכן.,מילולי,0,,,,,,,
חצה קו אדום,הולך הרגל חצה קו אדום ולא שם לב וכמעט נפגע.,מילולי,0,,,,,,,
חצה קו אדום,קו אדום חצה את השטח המגודר.,מילולי,0,,,,,,,
חצה קו אדום,הילד חצה קו אדום שסימן את סוף מסלול הריצה בתחרות.,מילולי,0,,,,,,,
חצה קו אדום,הנהגת חצתה קו אדום בתמרור עצור והשוטר עצר אותה.,מילולי,0,,,,,,,
חצה קו אדום,הרכב חצה את הקו האדום באיחור.,מילולי,0,,,,,,,
חצה קו אדום,החיילים לא חצו את הקו האדום שהוגדר.,מילולי,0,,,,,,,
חצה קו אדום,הוא חצה קו אדום בציור בטעות.,מילולי,0,,,,,,,
פתח דלתות,"מכיוון שסיים ללמוד, הוא פתח דלתות לקריירות חדשות",פיגורטיבי,1,,,,,,,
פתח דלתות,השירות הצבאי שלו פתח לו דלתות בתעשייה הביטחונית.,פיגורטיבי,1,,,,,,,
פתח דלתות,ההרצאה המרגשת פתחה דלתות לשיתופי פעולה עם אוניברסיטאות נוספות.,פיגורטיבי,1,,,,,,,
פתח דלתות,הפוסט שפרסמה ברשתות פתח לה דלתות בעולם התקשורת.,פיגורטיבי,1,,,,,,,
פתח דלתות,הפרויקט הקטן שלו פתח לו דלתות אצל לקוחות גדולים.,פיגורטיבי,1,,,,,,,
פתח דלתות,התמחות בחו״ל פתחה בפניו דלתות שלא חלם עליהן.,פיגורטיבי,1,,,,,,,
פתח דלתות,ההכרות איתו פתחה לי דלתות לעולם ההיי-טק.,פיגורטיבי,1,,,,,,,
פתח דלתות,ההצלחה בתחרות פתחה לתלמידים דלתות לחוגי מחוננים.,פיגורטיבי,1,,,,,,,
פתח דלתות,זכייה בפרס המכובד פתחה דלתות ברחבי העולם.,פיגורטיבי,1,,,,,,,
פתח דלתות,הספר שכתבה פתח לה דלתות מול מו״לים חשובים.,פיגורטיבי,1,,,,,,,
פתח דלתות,השיחה עם אותו מרצה פתחה לי דלת לעולם האקדמיה.,פיגורטיבי,1,,,,,,,
פתח דלתות,העבודה הקודמת שלי פתחה לי דלתות במקום העבודה הנוכחי.,פיגורטיבי,1,,,,,,,
פתח דלתות,סיפור החיים שלה פתח דלתות לאנשים במצבים קשים.,פיגורטיבי,1,,,,,,,
פתח דלתות,ההרצאות שלו פתחו דלתות במקומות שלא חשב שיזמין אותו.,פיגורטיבי,1,,,,,,,
פתח דלתות,הקורס הזה באמת פתח לי דלתות לחשוב אחרת על הקריירה שלי.,פיגורטיבי,1,,,,,,,
פתח דלתות,"כשהלך במסדרון, פתח את כל הדלתות כדי שהמבנה יתאוורר",מילולי,0,,,,,,,
פתח דלתות,הוא פתח את הדלת לחדר ולא האמין למה שראה.,מילולי,0,,,,,,,
פתח דלתות,פתחתי דלת אחת ושמעתי רעש מוזר מהחדר הסמוך.,מילולי,0,,,,,,,
פתח דלתות,הילדה פתחה את דלת המטבח כדי לבדוק אם יש עוגה.,מילולי,0,,,,,,,
פתח דלתות,האיש פתח את הדלת הראשית לרווחה כדי להזמין אורחים.,מילולי,0,,,,,,,
פתח דלתות,פתחנו את כל הדלתות בבית לקראת החמסין של הקיץ.,מילולי,0,,,,,,,
פתח דלתות,היא פתחה את דלת החנות מוקדם מהרגיל בבוקר.,מילולי,0,,,,,,,
פתח דלתות,השוער פתח את דלת האולם לקראת תחילת ההצגה.,מילולי,0,,,,,,,
פתח דלתות,הכלב פתח את הדלת בשוגג ונכנס פנימה לבד.,מילולי,0,,,,,,,
פתח דלתות,הדלת חורקת בכל פעם שמישהו פותח אותה.,מילולי,0,,,,,,,
פתח דלתות,פתחתי את דלת הארון וגיליתי שם משהו מפתיע.,מילולי,0,,,,,,,
פתח דלתות,הם פתחו דלת ברזל ישנה שנחסמה על ידי שיחים.,מילולי,0,,,,,,,
פתח דלתות,הוא פתח את הדלת למעלית כדי להמתין לה.,מילולי,0,,,,,,,
פתח דלתות,הילד הקטן פתח את דלת המכונית לבד בפעם הראשונה.,מילולי,0,,,,,,,
פתח דלתות,פתחתי את הדלת כדי להוציא את מכתבי הדואר מהתיבה.,מילולי,0,,,,,,,
ירק דם,"לקראת הבגרות באנגלית, התלמיד ירק דם כדי להצליח ללמוד כמו שצריך.",פיגורטיבי,1,,,,,,,
ירק דם,הוא ירק דם כדי להקים את העסק מהיסוד.,פיגורטיבי,1,,,,,,,
ירק דם,הסטודנט ירק דם עד שסיים את הדוקטורט עם הצטיינות יתרה.,פיגורטיבי,1,,,,,,,
ירק דם,חברה הכי טובה שלי ירקה דם כדי להתקבל ליחידה הקרבית שרצתה.,פיגורטיבי,1,,,,,,,
ירק דם,ההורים ירקו דם כדי לפרנס את הילדים בכבוד ולתמוך בהם בקבלה ללימודים באוניברסיטת רייכמן.,פיגורטיבי,1,,,,,,,
ירק דם,ירקתי דם כל השנה כדי לעבור את הבחינה הזאת.,פיגורטיבי,1,,,,,,,
ירק דם,הצוות ירק דם כדי להוציא את הפרויקט בזמן כפי שהגדיר המנהל.,פיגורטיבי,1,,,,,,,
ירק דם,הוא ירק דם שנים כדי להגיע לתפקיד הזה.,פיגורטיבי,1,,,,,,,
ירק דם,היא ירקה דם באימונים כדי לזכות במדלית זהב באולימפיאדה.,פיגורטיבי,1,,,,,,,
ירק דם,התלמידים ירקו דם כדי להגיע להישגים ולשמח את המורים.,פיגורטיבי,1,,,,,,,
ירק דם,"ירקתי דם בשקט בלי להתלונן, רק כדי להוכיח להורים שלי שאני יכול.",פיגורטיבי,1,,,,,,,
ירק דם,הוא ירק דם כדי לזכות באמון ההנהלה ולא נשבר.,פיגורטיבי,1,,,,,,,
ירק דם,"ירק דם כל הדרך, אבל לא ויתר לרגע.",פיגורטיבי,1,,,,,,,
ירק דם,היא ירקה דם בכל משמרת כדי להתקדם.,פיגורטיבי,1,,,,,,,
ירק דם,ירק דם כדי לבנות לעצמו שם בעולם האמנות.,פיגורטיבי,1,,,,,,,
ירק דם,האדון חלה במחלקה קשה ולכן ירק דם.,מילולי,0,,,,,,,
ירק דם,החולה ירק דם ונלקח בדחיפות לבית החולים.,מילולי,0,,,,,,,
ירק דם,הילד התחיל להשתעל וירק דם על חולצתו הנקייה הלבנה.,מילולי,0,,,,,,,
ירק דם,הכלב ירק דם אחרי שנפצע בפיו לאחר מריבה מול כלב אחר ברחוב.,מילולי,0,,,,,,,
ירק דם,ירקתי דם לתוך הכיור והבהלה אחזה בי.,מילולי,0,,,,,,,
ירק דם,היא ירקה דם על מגבת לאחר שהרגישה סחרחורת וזה הבהיל אותי.,מילולי,0,,,,,,,
ירק דם,ראיתי אותו יורק דם על השלג הלבן.,מילולי,0,,,,,,,
ירק דם,הוא ירק דם פתאום באמצע השיעור והבהיל את הכיתה.,מילולי,0,,,,,,,
ירק דם,המטופל ירק דם במהלך הניתוח ונותח בדחיפות.,מילולי,0,,,,,,,
ירק דם,ירק דם בקילוח דק ולא הבין מה קורה.,מילולי,0,,,,,,,
ירק דם,הרופא נבהל כשראה שהמטופל ירק דם טרי.,מילולי,0,,,,,,,
ירק דם,החייל ירק דם בזמן הטירונות ונשלח לבדיקה במרפאה.,מילולי,0,,,,,,,
ירק דם,התינוק ירק דם בגלל פצע פנימי בפה.,מילולי,0,,,,,,,
ירק דם,היא ירקה דם אחרי טיפול שיניים כואב במיוחד.,מילולי,0,,,,,,,
ירק דם,החתול ירק דם על הרצפה והובהל לווטרינר.,מילולי,0,,,,,,,
נשבר מבפנים,הוא נשבר מבפנים אחרי הפרידה.,פיגורטיבי,1,,,,,,,
נשבר מבפנים,הוא נשבר מבפנים כששמע שהיא ממשיכה הלאה בלעדיו לאחר שנפרדו.,פיגורטיבי,1,,,,,,,
נשבר מבפנים,"היא חייכה כלפי חוץ לחברתה הטובה, אבל נשברה מבפנים לגמרי לאחר שהבינה שהיא לא חברת אמת.",פיגורטיבי,1,,,,,,,
נשבר מבפנים,נשברתי מבפנים כשהבוס פיטר אותי בלי שום הסבר.,פיגורטיבי,1,,,,,,,
נשבר מבפנים,הילדה נשברה מבפנים כשלא הזמינו אותה ליום הולדת.,פיגורטיבי,1,,,,,,,
נשבר מבפנים,הוא נשבר מבפנים כששמע את הבשורה הרעה בטלפון על מות אביו.,פיגורטיבי,1,,,,,,,
נשבר מבפנים,"היא נראתה חזקה, אבל נשברה מבפנים מכל מה שעברה.",פיגורטיבי,1,,,,,,,
נשבר מבפנים,נשבר מבפנים כשראה את החלום ילדות מתרסק מול העיניים והוא לא יוכל להגשים אותו.,פיגורטיבי,1,,,,,,,
נשבר מבפנים,הוא נשבר מבפנים בכל פעם שהיא התעלמה ממנו.,פיגורטיבי,1,,,,,,,
נשבר מבפנים,נשברתי מבפנים אחרי כל המאמצים שירדו לטמיון.,פיגורטיבי,1,,,,,,,
נשבר מבפנים,הילדה הקטנה נשברה מבפנים כשאמא שלה לא באה להופעה.,פיגורטיבי,1,,,,,,,
נשבר מבפנים,"סבא שלי נשבר מבפנים מהבדידות, אבל לא הראה את זה לאף אחד.",פיגורטיבי,1,,,,,,,
נשבר מבפנים,הוא נשבר מבפנים כשהבין שהחבר הכי טוב בגד בו.,פיגורטיבי,1,,,,,,,
נשבר מבפנים,היא נשברה מבפנים כששמעה מה אמרו עליה מאחורי הגב.,פיגורטיבי,1,,,,,,,
נשבר מבפנים,הילד נשבר מבפנים כשאבא הבטיח ולא קיים שוב.,פיגורטיבי,1,,,,,,,
נשבר מבפנים,"שמתי לב שהספל נשבר מבפנים, למרות שלא נפל בכלל.",מילולי,0,,,,,,,
נשבר מבפנים,הכוס נשברה מבפנים בלי שראינו סדק מבחוץ.,מילולי,0,,,,,,,
נשבר מבפנים,הכלי נשבר מבפנים בגלל הלחץ שהופעל עליו כשניסיתי לשטוף אותו.,מילולי,0,,,,,,,
נשבר מבפנים,"הקנקן נראה שלם, אבל נשבר מבפנים לגמרי.",מילולי,0,,,,,,,
נשבר מבפנים,הצלחת נשברה מבפנים והתפצלה לשניים.,מילולי,0,,,,,,,
נשבר מבפנים,הסלע נשבר מבפנים אחרי הסופה והגשמים הכבדים שהיו בעונה האחרונה.,מילולי,0,,,,,,,
נשבר מבפנים,הקרח נשבר מבפנים ויצר סדקים עמוקים.,מילולי,0,,,,,,,
נשבר מבפנים,שמתי לב שהצינור נשבר מבפנים ולכן הייתה נזילה בקיר.,מילולי,0,,,,,,,
נשבר מבפנים,המיכל נשבר מבפנים וגרם לנזילה סמויה אצלנו בדירה.,מילולי,0,,,,,,,
נשבר מבפנים,התרמוס נשבר מבפנים והפסיק לשמור על חום.,מילולי,0,,,,,,,
נשבר מבפנים,זכוכית הדלת נשברה מבפנים אבל נשארה יציבה מבחוץ.,מילולי,0,,,,,,,
נשבר מבפנים,המסך נשבר מבפנים והפסיק להגיב למגע כשניסיתי לפתוח ולעבוד עליו.,מילולי,0,,,,,,,
נשבר מבפנים,הנורה נשברה מבפנים מבלי שנשמע קול פיצוץ.,מילולי,0,,,,,,,
נשבר מבפנים,הבקבוק נשבר מבפנים והתחיל לנזול לאט תוך כדי האימון.,מילולי,0,,,,,,,
נשבר מבפנים,הכוס נשברה מבפנים כשנפלה על הרצפה,מילולי,0,,,,,,,
איבד את הראש,הוא איבד את הראש מרוב אהבה.,פיגורטיבי,1,,,,,,,
איבד את הראש,הוא איבד את הראש כששמע שאהבת חייו יוצאת עם מישהו אחר.,פיגורטיבי,1,,,,,,,
איבד את הראש,היא איבדה את הראש מהתרגשות כשזכתה בתחרות.,פיגורטיבי,1,,,,,,,
איבד את הראש,איבדתי את הראש במהלך הוויכוח ואמרתי דברים שלא התכוונתי.,פיגורטיבי,1,,,,,,,
איבד את הראש,הילד איבד את הראש מרוב צעקות ופחד על הבמה.,פיגורטיבי,1,,,,,,,
איבד את הראש,הוא איבד את הראש והתאהב בה מיד.,פיגורטיבי,1,,,,,,,
איבד את הראש,היא איבדה את הראש מהלחץ לקראת החתונה.,פיגורטיבי,1,,,,,,,
איבד את הראש,הוא פשוט איבד את הראש והתחיל לצרוח על כולם.,פיגורטיבי,1,,,,,,,
איבד את הראש,איבדתי את הראש כששמעתי את המחיר ששילמתי בטעות.,פיגורטיבי,1,,,,,,,
איבד את הראש,המנהל איבד את הראש בגלל האיחור הקבוע של העובד.,פיגורטיבי,1,,,,,,,
איבד את הראש,איבדה את הראש בשופינג וקנתה בלי לחשוב.,פיגורטיבי,1,,,,,,,
איבד את הראש,הוא איבד את הראש מהעומס והתחיל לשכוח פגישות.,פיגורטיבי,1,,,,,,,
איבד את הראש,הוא איבד את הראש כשגילה ששיקרו לו כל הזמן.,פיגורטיבי,1,,,,,,,
איבד את הראש,היא איבדה את הראש מרוב קנאה בחברה החדשה של האקס.,פיגורטיבי,1,,,,,,,
איבד את הראש,כולנו איבדנו את הראש כששמענו את החדשות המטורפות.,פיגורטיבי,1,,,,,,,
איבד את הראש,הפסל איבד את הראש שלו בנפילה מהרוח החזקה.,מילולי,0,,,,,,,
איבד את הראש,הפסל העתיק איבד את הראש ברעידת האדמה.,מילולי,0,,,,,,,
איבד את הראש,הבובה נפלה מהשולחן ואיבדה את הראש אחרי שבני זרק עליה כדור.,מילולי,0,,,,,,,
איבד את הראש,הפסל בגינה איבד את הראש ונשבר לשניים.,מילולי,0,,,,,,,
איבד את הראש,הבובה איבדה את הראש שלה אחרי משחק סוער בין שני אחים קטנים.,מילולי,0,,,,,,,
איבד את הראש,הדמות מהלגו איבדה את הראש במזוודה.,מילולי,0,,,,,,,
איבד את הראש,האביזר נשבר והדמות איבדה את הראש שלה.,מילולי,0,,,,,,,
איבד את הראש,הפסל איבד את הראש כשהילד דחף אותו בטעות במוזיאון שביקרנו בו בסוף שבוע.,מילולי,0,,,,,,,
איבד את הראש,הצעצוע איבד את הראש והתגלגל מתחת למיטה.,מילולי,0,,,,,,,
איבד את הראש,הבובה איבדה את הראש בפינת המשחקים ולא שמתי לב לזה בכלל.,מילולי,0,,,,,,,
איבד את הראש,פסל האבן איבד את הראש בתהליך השחזור.,מילולי,0,,,,,,,
איבד את הראש,הפסלון הקטן איבד את הראש ונשאר גוף בלבד.,מילולי,0,,,,,,,
איבד את הראש,הדמות מקרמיקה איבדה את הראש כשנפלה מהמדף.,מילולי,0,,,,,,,
איבד את הראש,החייל הקטן מפלסטיק איבד את הראש בקרב הצעצועים.,מילולי,0,,,,,,,
איבד את הראש,הבובה נשברה ואיבדה את הראש בשקית האחסון.,מילולי,0,,,,,,,
לב זהב,"יש לו לב זהב, הוא תמיד עוזר לאחרים.",פיגורטיבי,1,,,,,,,
לב זהב,היא עם לב זהב כי היא מאכילה כל חתול רחוב שהיא פוגשת.,פיגורטיבי,1,,,,,,,
לב זהב,לב הזהב של סבתא גרם לכולנו להרגיש בבית במשפחה שלנו כל סוף שבוע מחדש.,פיגורטיבי,1,,,,,,,
לב זהב,"הבוסית שלי עם לב זהב, היא הבינה אותי גם כשהאחרים לא.",פיגורטיבי,1,,,,,,,
לב זהב,יש לו לב זהב כי הוא תרם כליה לאדם זר.,פיגורטיבי,1,,,,,,,
לב זהב,"חבר שהוא לב זהב אמיתי, תמיד הראשון לבוא ולעזור.",פיגורטיבי,1,,,,,,,
לב זהב,האחות בבית החולים הוכיחה שיש לה לב זהב.,פיגורטיבי,1,,,,,,,
לב זהב,"הוא לא עשיר, אבל לב הזהב שלו שווה יותר מכל תכונה אחרת.",פיגורטיבי,1,,,,,,,
לב זהב,"כלב כזה עם לב זהב לא ראיתי מימיי, הוא פשוט חמוד ומושלם.",פיגורטיבי,1,,,,,,,
לב זהב,חבר כזה עם לב זהב פוגשים רק פעם בחיים.,פיגורטיבי,1,,,,,,,
לב זהב,הילדה עם לב הזהב נתנה את העוגייה האחרונה לחבר שלה.,פיגורטיבי,1,,,,,,,
לב זהב,יש לו לב זהב והוא סלח גם למי שפגע בו בצורה הכי קשה.,פיגורטיבי,1,,,,,,,
לב זהב,"למרות הקשיים, היא שמרה על לב זהב ולא נשברה.",פיגורטיבי,1,,,,,,,
לב זהב,לפעמים לב זהב חשוב יותר מכל תואר או כסף.,פיגורטיבי,1,,,,,,,
לב זהב,הילד עם לב זהב אימץ את החתול הפצוע מהרחוב.,פיגורטיבי,1,,,,,,,
לב זהב,הטבעת עשויה לב זהב טהור.,מילולי,0,,,,,,,
לב זהב,השרשרת שלי כוללת תליון קטן בצורת לב זהב.,מילולי,0,,,,,,,
לב זהב,הם מצאו לב זהב בין החול במכרה בשנות השמונים.,מילולי,0,,,,,,,
לב זהב,התכשיטנית עיצבה לב זהב בעבודת יד מדויקת.,מילולי,0,,,,,,,
לב זהב,"הילדה קיבלה מתנה, צמיד עם לב זהב קטן.",מילולי,0,,,,,,,
לב זהב,היא ענדה טבעת עם לב זהב נוצץ במרכז.,מילולי,0,,,,,,,
לב זהב,על המפתח היה תלוי מחזיק מפתחות בצורת לב זהב.,מילולי,0,,,,,,,
לב זהב,מצאתי לב זהב עתיק בתיבת התכשיטים של סבתא.,מילולי,0,,,,,,,
לב זהב,הילד צייר לב זהב על גלוית הברכה שרצה לשלוח לחברים שלו.,מילולי,0,,,,,,,
לב זהב,עגילים עדינים עם לבבות זהב נתלו על אוזניה.,מילולי,0,,,,,,,
לב זהב,הסמל של התחרות היה לב זהב מבריק על רקע כחול.,מילולי,0,,,,,,,
לב זהב,בקופסת התכשיטים נשמר לב זהב קטן עם הקדשה.,מילולי,0,,,,,,,
לב זהב,הבלון היה בצורת לב זהב ונראה חגיגי במיוחד.,מילולי,0,,,,,,,
לב זהב,הם חיפשו לב זהב בתוך הסמל של בית הספר.,מילולי,0,,,,,,,
לב זהב,בתערוכה היה פסל של לב זהב בגובה שני מטרים.,מילולי,0,,,,,,,
חותך כמו סכין,המילים שלה חתכו אותו כמו סכין והיא ממש נעלבה.,פיגורטיבי,1,,,,,,,
חותך כמו סכין,"הביקורת שלו חותכת כמו סכין, קשה לעכל אותה.",פיגורטיבי,1,,,,,,,
חותך כמו סכין,"השקט ביניהם חותך כמו סכין, מלא במתח בלתי נסבל.",פיגורטיבי,1,,,,,,,
חותך כמו סכין,כל מילה שיצאה מפיה חתכה אותו כמו סכין בלב בגלל הקשר החזק והעמוק שהיה ביניהם.,פיגורטיבי,1,,,,,,,
חותך כמו סכין,"המבטים שלו חותכים כמו סכין, כאילו הוא שופט אותך בשקט.",פיגורטיבי,1,,,,,,,
חותך כמו סכין,התחושה של האכזבה חותכת כמו סכין בכל פעם מחדש.,פיגורטיבי,1,,,,,,,
חותך כמו סכין,הבדידות חותכת כמו סכין בלילות הקרים האלה כי ממש אין לי עם מי לדבר ואני מרגישה נורא.,פיגורטיבי,1,,,,,,,
חותך כמו סכין,"כשראיתי אותו עם מישהי אחרת, זה חתך כמו סכין בלב.",פיגורטיבי,1,,,,,,,
חותך כמו סכין,"התגובה הקרירה שלה חותכת כמו סכין, ולא משאירה מקום לתקווה.",פיגורטיבי,1,,,,,,,
חותך כמו סכין,הבדיחה הפוגענית חותכת כמו סכין וגרמה לכולם להרגיש לא נעים.,פיגורטיבי,1,,,,,,,
חותך כמו סכין,ההבנה שהוא שיקר לי חתכה אותי כמו סכין בלב.,פיגורטיבי,1,,,,,,,
חותך כמו סכין,"הפסקת הקשר חותכת כמו סכין, גם אם היא נכונה לזוגיות הרעילה שהייתה לנו.",פיגורטיבי,1,,,,,,,
חותך כמו סכין,"הלחץ בעבודה חותך כמו סכין, ואין זמן לנשום.",פיגורטיבי,1,,,,,,,
חותך כמו סכין,"ההודעה הקצרה ששלח חותכת כמו סכין, בלי הסברים.",פיגורטיבי,1,,,,,,,
חותך כמו סכין,"הסירוב שלו חותך כמו סכין – חד, קר, ומכאיב.",פיגורטיבי,1,,,,,,,
חותך כמו סכין,הסכין הזאת חותכת כמו סכין שף מקצועית.,מילולי,0,,,,,,,
חותך כמו סכין,הלייזר חותך כמו סכין את שכבות הפלסטיק.,מילולי,0,,,,,,,
חותך כמו סכין,הסכין חותכת את הגבינה הרכה כאילו הייתה חמאה.,מילולי,0,,,,,,,
חותך כמו סכין,הקרח חותך כמו סכין את כף הרגל כשהולכים יחפים.,מילולי,0,,,,,,,
חותך כמו סכין,הסכין במטבח כל כך חדה שהיא חותכת כמו סכין מנתחים.,מילולי,0,,,,,,,
חותך כמו סכין,החרב בסרט נראתה חותכת כמו סכין אמתית.,מילולי,0,,,,,,,
חותך כמו סכין,"הסכין החדשה חותכת כמו סכין קצבים, חלק ונקי.",מילולי,0,,,,,,,
חותך כמו סכין,נייר חד חותך כמו סכין כשמשחקים איתו לא בזהירות.,מילולי,0,,,,,,,
חותך כמו סכין,הסכין הזאת חותכת כמו סכין גילוח – צריך להיזהר.,מילולי,0,,,,,,,
חותך כמו סכין,הוא פתח את המכתב עם סכין שחותכת במהירות.,מילולי,0,,,,,,,
חותך כמו סכין,סכין הקרטון חותכת כמו סכין אמיתית – אל תזלזל.,מילולי,0,,,,,,,
חותך כמו סכין,בוחן הסכינים אמר שזה חותך כמו סכין לייזר.,מילולי,0,,,,,,,
חותך כמו סכין,המכונה חותכת כמו סכין וכל חתך שיוצא הוא מדויק להפליא.,מילולי,0,,,,,,,
חותך כמו סכין,הקרן האולטרה סגולה חותכת כמו סכין דרך המתכת הדקה.,מילולי,0,,,,,,,
חותך כמו סכין,הסכין חותכת את הלחם בקלות.,מילולי,0,,,,,,,
הייתה בעננים,היא הייתה בעננים אחרי שקיבלה את הקידום מהמנהל שלה.,פיגורטיבי,1,,,,,,,
הייתה בעננים,"כשהוא סוף סוף הציע נישואין, היא הייתה בעננים מרוב אושר.",פיגורטיבי,1,,,,,,,
הייתה בעננים,היא הייתה בעננים כל היום אחרי שקיבלה מחמאה מהבוס שלרוב לא נותן מחמאות.,פיגורטיבי,1,,,,,,,
הייתה בעננים,זכייה במלגת החלומות שלה השאירה אותה בעננים במשך שבועות.,פיגורטיבי,1,,,,,,,
הייתה בעננים,"כשאמר לה שהוא אוהב אותה, היא פשוט הייתה בעננים אחרי המון זמן ששתק.",פיגורטיבי,1,,,,,,,
הייתה בעננים,הילדה הייתה בעננים אחרי שקיבלה כלב חדש במתנה.,פיגורטיבי,1,,,,,,,
הייתה בעננים,"אחרי ההופעה הראשונה שלה על הבמה, היא לא נחתה ופשוט הייתה בעננים.",פיגורטיבי,1,,,,,,,
הייתה בעננים,לא הפסקתי לחייך והייתי בעננים אחרי השיחה איתך.,פיגורטיבי,1,,,,,,,
הייתה בעננים,"ברגע שראתה את עצמה בטלוויזיה, היא הייתה בעננים.",פיגורטיבי,1,,,,,,,
הייתה בעננים,הבן שלי היה בעננים כששיבחו אותו מול כל הכיתה כי הוא לא חווה כזאת חוויה אף פעם.,פיגורטיבי,1,,,,,,,
הייתה בעננים,היא הייתה בעננים כשקיבלה הודעה מפתיעה ממי שלא ציפתה.,פיגורטיבי,1,,,,,,,
הייתה בעננים,"אחרי שנים של מאמץ, הוא התקבל ללימודים והיה בעננים.",פיגורטיבי,1,,,,,,,
הייתה בעננים,היא הייתה בעננים מהרגע ששמעה שתהיה סבתא.,פיגורטיבי,1,,,,,,,
הייתה בעננים,הביקור של אחותה מהצבא השאיר אותה בעננים כל סוף השבוע.,פיגורטיבי,1,,,,,,,
הייתה בעננים,"כשסיימה את התחרות במקום הראשון, היא פשוט הייתה בעננים ולא הפסיקה לחייך.",פיגורטיבי,1,,,,,,,
הייתה בעננים,המטוס היה בעננים כשעברנו מעל הרי האלפים.,מילולי,0,,,,,,,
הייתה בעננים,"הטייסת הייתה בעננים בגובה 10,000 רגל בזמן תמרון.",מילולי,0,,,,,,,
הייתה בעננים,"בזמן ההמראה, המטוס טיפס ופתאום כבר היינו בעננים.",מילולי,0,,,,,,,
הייתה בעננים,"הבלון היה בעננים, מתנדנד ברוח כמו צעצוע קטן.",מילולי,0,,,,,,,
הייתה בעננים,הציפור נעלמה בתוך הערפל כשהייתה בעננים הגבוהים.,מילולי,0,,,,,,,
הייתה בעננים,הרחפן המריא לגובה והיה בעננים כמה דקות טובות.,מילולי,0,,,,,,,
הייתה בעננים,המסוק חצה את ההרים והיה בעננים במהלך כל הדרך.,מילולי,0,,,,,,,
הייתה בעננים,האווירון הקטן טס בעננים ולא ראינו את הקרקע בכלל.,מילולי,0,,,,,,,
הייתה בעננים,הדאונה הייתה בעננים עד שהתחיל הגשם והוריד אותה מטה.,מילולי,0,,,,,,,
הייתה בעננים,המטוס של חיל האוויר היה בעננים בצוותא עם עוד ארבעה מטוסים.,מילולי,0,,,,,,,
הייתה בעננים,הפיילוט דיווח שהמטוס נמצא בעננים אך שומר על יציבות.,מילולי,0,,,,,,,
הייתה בעננים,"בזמן הסערה, המטוס כולו היה מוקף בעננים אפורים וסוערים.",מילולי,0,,,,,,,
הייתה בעננים,המטוס טס דרך שכבת עננים צפופה  והוא ממש היה בעננים.,מילולי,0,,,,,,,
הייתה בעננים,הגלשן המרחף שיגר את הרוכב גבוה והוא היה בעננים לשניות קצרות.,מילולי,0,,,,,,,
הייתה בעננים,הטייסת הייתה בעננים במהלך ההנמכה לנחיתה.,מילולי,0,,,,,,,
חטף חום,הוא חטף חום מהמצב המביך שנקלע אליו מול המנהל עבודה שלו.,פיגורטיבי,1,,,,,,,
חטף חום,הוא חטף חום כשהבין ששכח את הדרכון רגע לפני הטיסה.,פיגורטיבי,1,,,,,,,
חטף חום,חטפתי חום כשהבוס שאל אותי שאלה שלא ידעתי לענות עליה.,פיגורטיבי,1,,,,,,,
